Path,GVKey,HH Name,Mergent Name,Year,Doctype Confirmed,Name Confirmed,Year Confirmed,Index in missing.csv
./folders\1161_ADVANCED-MICRO-DEVICES_1998_2002_3\276535_8.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2014,None,None,None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1998_2002_3\1002556_9.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2013,None,"Advanced Micro Devices, Inc.",None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\1002553_1.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2018,None,"Advanced Micro Devices, Inc.",None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\826662_2.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2017,None,"Advanced Micro Devices, Inc.",None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\219951_3.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2017,None,None,None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\1002554_4.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2016,1997 Annual Report,None,None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\826661_5.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2016,None,"Advanced Micro Devices, Inc.",None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\203373_6.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2015,None,None,None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\580100_7.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2015,None,None,None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\579998_8.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2014,None,None,None,NA
./folders\1161_ADVANCED-MICRO-DEVICES_1975_1997_4\575974_9.pdf,1161,ADVANCED MICRO DEVICES,Advanced Micro Devices Inc,2013,None,None,None,NA
./folders\1164_MCI-INC_1998_1998_1\578731_1.pdf,1164,MCI INC,"MCI Worldcom, Inc.",1998,None,None,None,125
./folders\1193_AGWAY-INC_1998_2017_1\2029578_1.pdf,1193,AGWAY INC,Agway Inc.,2017,this annual report.,None,None,NA
./folders\1193_AGWAY-INC_1998_2017_1\362121_2.pdf,1193,AGWAY INC,Agway Inc.,2002,None,None,None,NA
./folders\1193_AGWAY-INC_1998_2017_1\833213_3.pdf,1193,AGWAY INC,AGWAY INC *,2001,None,None,None,NA
./folders\1193_AGWAY-INC_1998_2017_1\345530_4.pdf,1193,AGWAY INC,Agway Inc.,2001,2001 Annual Report,Agway Inc.,2001,NA
./folders\1193_AGWAY-INC_1998_2017_1\833212_5.pdf,1193,AGWAY INC,AGWAY INC *,2000,None,None,None,NA
./folders\1193_AGWAY-INC_1998_2017_1\309540_6.pdf,1193,AGWAY INC,Agway Inc.,2000,None,None,None,NA
./folders\1193_AGWAY-INC_1998_2017_1\833211_7.pdf,1193,AGWAY INC,AGWAY INC *,1999,None,None,None,134
./folders\1193_AGWAY-INC_1998_2017_1\269556_8.pdf,1193,AGWAY INC,Agway Inc.,1999,None,None,None,NA
./folders\1193_AGWAY-INC_1998_2017_1\833210_9.pdf,1193,AGWAY INC,AGWAY INC *,1998,None,None,None,133
./folders\1193_AGWAY-INC_1987_1997_2\833209_1.pdf,1193,AGWAY INC,Agway Inc.,2017,None,None,None,NA
./folders\1193_AGWAY-INC_1987_1997_2\244476_2.pdf,1193,AGWAY INC,Agway Inc.,2002,None,None,None,NA
./folders\1193_AGWAY-INC_1987_1997_2\835334_3.pdf,1193,AGWAY INC,AGWAY INC *,2001,None,None,None,NA
./folders\1193_AGWAY-INC_1987_1997_2\833208_4.pdf,1193,AGWAY INC,Agway Inc.,2001,None,None,None,NA
./folders\1193_AGWAY-INC_1987_1997_2\466317_5.pdf,1193,AGWAY INC,AGWAY INC *,2000,AGWAY ANNUAL REPORT,AGWAY INC .,2000,NA
./folders\1193_AGWAY-INC_1987_1997_2\466316_6.pdf,1193,AGWAY INC,Agway Inc.,2000,1994 Agway annual report,Agway Inc .,None,NA
./folders\1193_AGWAY-INC_1987_1997_2\466315_7.pdf,1193,AGWAY INC,AGWAY INC *,1999,thi s annua l repo rt,Agway Inc . :,None,NA
./folders\1193_AGWAY-INC_1987_1997_2\466314_8.pdf,1193,AGWAY INC,Agway Inc.,1999,None,None,None,NA
./folders\1193_AGWAY-INC_1987_1997_2\466313_9.pdf,1193,AGWAY INC,AGWAY INC *,1998,1988 Annual Report,"A g w ay, Inc",1998,NA
./folders\1193_AGWAY-INC_1986_1986_3\466311_1.pdf,1193,AGWAY INC,Agway Inc.,2017,None,Agway Inc .',None,NA
./folders\1194_AHMANSON-(H-F)-&-CO_1986_1995_1\463473_1.pdf,1194,AHMANSON (H F) & CO,Ahmanson (H.F.) & Co.,1995,1995 Annual Report,None,None,NA
./folders\1194_AHMANSON-(H-F)-&-CO_1986_1995_1\463472_2.pdf,1194,AHMANSON (H F) & CO,Ahmanson (H.F.) & Co.,1994,None,None,None,NA
./folders\1194_AHMANSON-(H-F)-&-CO_1986_1995_1\468557_3.pdf,1194,AHMANSON (H F) & CO,Ahmanson (H.F.) & Co.,1986,1986 Annu al Repo rt,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\2392427_1.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2019,2019 Annual Report,"AIR PRODUCTS AND CHEMICALS, INC.",2019,153
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\1725953_2.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2016,2016 Annual Report,"AIR PRODUCTS AND CHEMICALS, INC.",2016,150
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\641088_3.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2010,2010 Annual Report,"AIR PRODUCTS AND CHEMICALS, INC.",2010,144
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\555719_4.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2008,2008 Annual Report,"Air Products and Chemicals, Inc.",None,142
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\526916_5.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2007,None,"Air Products and Chemicals, Inc.",None,141
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\483055_6.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2006,None,None,None,140
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\450373_7.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2005,2005   Annual Report,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\450373_8.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2005,2005   Annual Report,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_2004_2019_1\414570_9.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2004,Annual Report 2004,"Air Products and Chemicals, Inc.",None,139
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\387537_1.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2019,2003 Annual Report,of Air Products’ Chemicals,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\387537_2.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2016,2003 Annual Report,of Air Products’ Chemicals,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\362834_3.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2010,Annual Report,"Air Products and Chemicals, Inc.",None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\362834_4.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2008,Annual Report,"Air Products and Chemicals, Inc.",None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\326405_5.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2007,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\299810_6.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2006,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\270571_7.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2005,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\236034_8.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2005,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1996_2003_2\215029_9.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2004,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\199583_1.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2019,None,"Air Products and Chemicals , Inc .",None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\199582_2.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2016,None,Air Products and Chemicals,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\461680_3.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2010,None,"A ir P roducts and Chemicals,",None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\461679_4.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2008,None,"Air Products and Chemicals, Inc .",None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\605922_5.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2007,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\466307_6.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2006,None,for Air Products' chemicals include,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\605923_7.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2005,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\605924_8.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2005,None,None,None,NA
./folders\1209_AIR-PRODUCTS-&-CHEMICALS-INC_1988_1996_3\466306_9.pdf,1209,AIR PRODUCTS & CHEMICALS INC,Air Products & Chemicals Inc,2004,None,"it Products aild Chemicals, Inc .",None,NA
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\686609_1.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",2011,Annual Report,"ALASKA AIR GROUP, INC.",2011,178
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\645430_2.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",2009,2009 Annual Report,Alaska Air Group,2009,176
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\538326_3.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",2007,2007 Annual Report,Alaska Air Group,2007,174
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\309915_4.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",2000,None,None,None,167
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\278107_5.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",1999,None,None,None,166
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\250356_6.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",1998,None,None,None,165
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\204521_7.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",1996,None,None,None,163
./folders\1230_ALASKA-AIR-GROUP-INC_1995_2011_1\199029_8.pdf,1230,ALASKA AIR GROUP INC,"Alaska Air Group, Inc.",1995,Annual Report 1995,Alaska Air Group.,1995,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\1435053_1.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",2006,IKON Annual Report,"IKON OFFICE SOLUTIONS, INC.",2006,213
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\824836_2.pdf,1246,IKON OFFICE SOLUTIONS,IKON OFFICE SOLUTIONS INC *,2002,IKON ANNUAL REPORT 2002,"IKON OFFICE SOLUTIONS , INC.",2002,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\352652_3.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",2001,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\824835_4.pdf,1246,IKON OFFICE SOLUTIONS,IKON OFFICE SOLUTIONS INC *,2000,None,IKON Obbice Solutione,2000,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\301171_5.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",2000,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\824834_6.pdf,1246,IKON OFFICE SOLUTIONS,IKON OFFICE SOLUTIONS INC *,1999,FINANCIAL REPORT,IKON Office Solutions,1999,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\271913_7.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",1999,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1997_2006_1\824833_8.pdf,1246,IKON OFFICE SOLUTIONS,IKON OFFICE SOLUTIONS INC *,1998,1998 Annual Report,Office Solutions,1998,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1986_1995_2\445650_1.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",2006,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1986_1995_2\466425_2.pdf,1246,IKON OFFICE SOLUTIONS,IKON OFFICE SOLUTIONS INC *,2002,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1986_1995_2\466424_3.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",2001,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1986_1995_2\466423_4.pdf,1246,IKON OFFICE SOLUTIONS,IKON OFFICE SOLUTIONS INC *,2000,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1986_1995_2\466422_5.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",2000,ANNUAL REPORT AN D,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1986_1995_2\466421_8.pdf,1246,IKON OFFICE SOLUTIONS,IKON OFFICE SOLUTIONS INC *,1998,None,None,None,NA
./folders\1246_IKON-OFFICE-SOLUTIONS_1986_1995_2\466420_9.pdf,1246,IKON OFFICE SOLUTIONS,"Ikon Office Solutions, Inc.",1998,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2675623_1.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2021,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2601565_2.pdf,1297,ALLIED PRODUCTS,Camphor & Allied Products Ltd,2021,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2536605_3.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2020,ANNUAL REPORT 2020,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2476373_4.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2020,20 ANNUAL REPORT,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2428536_5.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2019,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2355044_6.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2019,19 ANNUAL REPORT,Allied Products,2019,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2257478_7.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2018,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2195539_8.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2018,ANNUAL REPORT 2018,Allied Products,None,NA
./folders\1297_ALLIED-PRODUCTS_2017_2021_1\2138928_9.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2017,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\2063690_1.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2021,45  Annual Report,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\2096795_2.pdf,1297,ALLIED PRODUCTS,Camphor & Allied Products Ltd,2021,2016 Annual Report,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\1733390_3.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2020,ANNUAL REPORT AND,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\1655846_4.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2020,44th Annual Report,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\2096796_5.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2019,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\1491397_6.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2019,ANNUAL REPORT 2015,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\1636764_7.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2018,ANNUAL REPORT 2014 -2015,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\2096794_8.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2018,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2014_2017_2\1491396_9.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2017,Annual Report 2014,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\2096792_1.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2021,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\1491395_2.pdf,1297,ALLIED PRODUCTS,Camphor & Allied Products Ltd,2021,Annual Report 2013,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\777403_3.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2020,ANNUAL REPORT 2012 -2013,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\1491394_4.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2020,Annual Report 2012 07,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\709602_5.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2019,ANNUAL REPORT 2011 -2012,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\1491393_6.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2019,AnnuAl RepoRt 2011,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\668014_7.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2018,ANNUAL REPORT 2010 -2011,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\661280_8.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2018,ANNUAL REPORT 2010,Allied Products Ltd.,None,NA
./folders\1297_ALLIED-PRODUCTS_2009_2013_3\662033_9.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2017,ANNUAL REPORT 2009 -2010,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\559018_1.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2021,ANNUAL REPORT   2008,Allied Products Ltd.,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\1636748_2.pdf,1297,ALLIED PRODUCTS,Camphor & Allied Products Ltd,2021,Annual Report,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\566400_3.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2020,ANNUAL REPORT   2007,Allied Products Ltd.,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\1636751_4.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2020,Annual Report,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\612047_5.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2019,Annual Report 2006,Allied Products Ltd.,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\1636752_6.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2019,Annual Report,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\449731_7.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2018,ANNUAL REPORT,Allied Products Ltd.,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\1636753_8.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2018,Annual Report,None,None,NA
./folders\1297_ALLIED-PRODUCTS_2004_2008_4\449733_9.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2017,ANNUAL REPORT,Allied Products Ltd.,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\449735_1.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2021,None,Allied Products Ltd.,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\393614_2.pdf,1297,ALLIED PRODUCTS,Camphor & Allied Products Ltd,2021,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\359666_3.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2020,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\337066_4.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2020,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\316403_5.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2019,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\330214_6.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2019,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\356822_7.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2018,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\264960_8.pdf,1297,ALLIED PRODUCTS,Crescent Steel & Allied Products Ltd. (Pakistan),2018,None,None,None,NA
./folders\1297_ALLIED-PRODUCTS_1997_2003_5\269380_9.pdf,1297,ALLIED PRODUCTS,Chemical & Allied Products Plc (Nigeria),2017,None,None,None,NA
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\2513306_1.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2020,None,Honeywell International Inc.,2020,240
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\2392405_2.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2019,None,Honeywell International Inc.,2019,239
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\2231935_3.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2018,None,Honeywell International Inc.,2018,238
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\2168549_4.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2017,None,Honeywell International Inc.,2017,237
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\2017589_5.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2016,None,Honeywell International Inc.,2016,236
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\1491513_6.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2015,A N N U A L  R E P O R T,Honeywell International Inc.,2015,235
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\929860_7.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2014,None,Honeywell International Inc.,2014,234
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\929893_8.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2013,None,Honeywell International Inc.,2013,233
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2011_2020_1\929892_9.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2012,None,Honeywell International Inc.,2012,232
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2002_2010_2\929896_1.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2020,None,HONEYWELL INTERNATIONAL INC (HON),None,NA
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2002_2010_2\929895_2.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2019,A N N U A L  R E P O R T,Honeywell International Inc.,None,NA
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2002_2010_2\929888_3.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2018,None,Honeywell International Inc.,None,NA
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2002_2010_2\929889_4.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2017,None,Honeywell International Inc.,None,NA
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2002_2010_2\929891_5.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2016,Annual Report,Honeywell International Inc.,None,NA
./folders\1300_HONEYWELL-INTERNATIONAL-INC_2002_2010_2\929890_6.pdf,1300,HONEYWELL INTERNATIONAL INC,Honeywell International Inc,2015,Annual Report,Honeywell International Inc.,None,NA
